,location,BHK,total_sqft,bath,price
8019,Laxmi Road,2,1137.0,2.0,53.4
8021,Mahatma Gandhi Road,7,1200.0,6.0,115.0
8022,Mangalwar peth,3,1568.0,2.0,100.0
8024,Market yard,2,1308.0,2.0,60.0
8026,Mukund Nagar,3,1200.0,2.0,41.0
8027,Mundhawa,1,800.0,1.0,32.0
8028,Nagar Road,1,530.0,1.0,13.5
8029,Nana Peth,3,873.0,2.0,40.0
8032,Navi Peth,2,958.0,2.0,33.53
8033,Padmavati,3,2072.0,4.0,160.0
8034,Parvati Darshan,3,2273.0,3.0,159.0
8036,Paud Road,1,760.0,1.0,50.0
8037,Pirangut,2,1090.0,2.0,43.5
8038,Prabhat Road,3,2072.0,4.0,155.0
8040,Rasta Peth,3,1550.0,2.0,89.0
8041,Raviwar Peth,2,1251.0,2.0,50.0
8042,Sadashiv Peth,2,1070.0,2.0,53.0
8043,Sahakar Nagar,2,1200.0,2.0,45.0
8044,Salunke Vihar,3,1435.0,2.0,60.0
8045,Sasson Road,3,1400.0,2.0,45.0
8046,Satara Road,4,2330.0,3.0,94.71
8047,Senapati Bapat Road,2,1200.0,2.0,60.0
8048,Shaniwar Peth,2,1000.0,2.0,40.0
8049,Shivaji Nagar,3,1655.0,2.0,62.89
8051,Sinhagad Road,1,600.0,1.0,35.0
8052,Somwar Peth,2,1175.0,2.0,50.0
8053,Swargate,2,1155.0,2.0,40.43
8054,Tilak Road,3,1200.0,3.0,98.0
8055,Uruli Devachi,2,1149.0,2.0,65.0
8056,Vadgaon Budruk,3,1745.0,2.69,98.485
8058,Viman Nagar,2,1010.0,2.0,55.0
8059,Vishrant Wadi,3,1718.0,3.0,119.0
8060,Wagholi,2,650.0,1.0,20.0
8061,Wakadewadi,2,1330.0,2.0,77.0
8062,Wanowrie,2,1200.0,2.0,68.0
8063,Warje,3,1693.0,3.0,89.0
8065,Alandi Road,3,1800.0,4.0,125.0
8066,Ambegaon Budruk,2,900.0,2.0,55.0
8067,Anandnagar,2,1020.0,2.0,46.0
8068,Aundh,3,1700.0,3.0,77.0
8069,Aundh Road,1,661.0,1.0,40.0
8070,Balaji Nagar,2,1280.0,2.0,60.16
8071,Baner,5,1000.0,4.0,90.0
8072,Baner road,2,1170.0,2.0,48.0
8073,Bhandarkar Road,1,933.0,2.0,58.0
8074,Bhavani Peth,2,1150.0,2.0,44.0
8076,Bopodi,3,1380.0,3.0,130.0
8077,Budhwar Peth,2,1050.0,2.0,64.8
8078,Bund Garden Road,2,1080.0,2.0,37.8
8079,Camp,2,1303.0,2.0,90.0
8080,Chandan Nagar,2,1196.0,2.0,40.54
8081,Dapodi,5,2500.0,3.0,180.0
8082,Deccan Gymkhana,5,1200.0,4.0,95.0
8083,Dehu Road,3,1250.0,3.0,41.0
8084,Dhankawadi,3,1419.0,2.0,87.0
8085,Dhayari Phata,2,1200.0,2.0,49.0
8086,Dhole Patil Road,2,1120.0,2.0,65.0
8087,Erandwane,1,762.5,1.0,45.4
8088,Fatima Nagar,2,1245.0,2.0,75.0
8090,Ganesh Peth,2,1093.0,2.0,34.0
8091,Ganeshkhind,2,1025.0,1.0,26.63
8092,Ghorpade Peth,2,1345.0,2.0,97.0
8093,Ghorpadi,2,1500.0,2.0,45.0
8094,Gokhale Nagar,2,1180.0,2.0,86.0
8095,Gultekdi,2,1020.0,2.0,48.45
8096,Guruwar peth,3,1800.0,3.0,85.0
8098,Hadapsar Industrial Estate,3,2008.0,3.0,170.0
8099,Hingne Khurd,3,1240.0,2.0,39.85
8100,Jangali Maharaj Road,2,1020.0,2.0,55.0
8101,Kalyani Nagar,3,2095.0,3.0,142.0
8102,Karve Nagar,3,1362.0,3.0,62.63
8103,Karve Road,1,694.0,1.0,30.84
8104,Kasba Peth,2,1404.0,2.0,70.0
8105,Katraj,3,1192.0,2.0,47.0
8107,Khadki,4,1050.0,1.0,35.0
8108,Kharadi,2,1259.0,2.0,67.48
8109,Kondhwa,2,1000.0,2.0,34.0
8110,Kondhwa Budruk,2,985.0,2.0,49.97
8111,Kondhwa Khurd,1,850.0,1.0,60.0
8112,Koregaon Park,3,1650.0,2.0,50.0
8114,Law College Road,3,1900.0,4.0,180.0
8115,Laxmi Road,2,1367.0,2.0,86.0
8116,Lulla Nagar,3,1210.0,2.0,81.0
8117,Mahatma Gandhi Road,2,1190.0,2.0,48.6
8118,Mangalwar peth,2,1175.0,2.0,42.0
8120,Market yard,2,1140.0,2.0,40.0
8121,Model colony,2,1095.0,2.0,33.6
8122,Mukund Nagar,1,782.0,1.0,19.55
8123,Mundhawa,3,1435.0,2.0,80.0
8124,Nagar Road,2,725.0,2.0,36.0
8125,Nana Peth,3,1600.0,2.0,88.0
8129,Padmavati,3,1674.0,3.0,90.0
8131,Pashan,2,1243.0,2.0,46.0
8132,Paud Road,3,1703.0,3.0,130.0
8133,Pirangut,3,1350.0,3.0,71.55
8134,Prabhat Road,2,1145.0,2.0,41.21
8135,Pune Railway Station,2,1216.0,2.0,75.0
8136,Rasta Peth,2,1100.0,3.0,60.0
8137,Raviwar Peth,4,2425.0,5.0,201.0
8139,Sahakar Nagar,2,1196.0,2.0,40.54
8140,Salunke Vihar,3,1600.0,3.0,90.0
8141,Sasson Road,3,1510.0,3.0,47.57
8143,Senapati Bapat Road,2,780.0,2.0,72.0
8144,Shaniwar Peth,2,1194.0,2.0,47.0
8145,Shivaji Nagar,2,1250.0,2.0,110.0
8147,Sinhagad Road,4,1250.0,4.0,100.0
8149,Swargate,1,620.0,2.0,48.0
8150,Tilak Road,3,1630.0,3.0,60.65
8151,Uruli Devachi,2,1020.0,2.0,45.0
8152,Vadgaon Budruk,3,1410.0,2.0,53.58
8153,Wadgaon Sheri,2,1181.7,2.0,100.0
8155,Vishrant Wadi,3,1691.0,3.0,113.0
8156,Wagholi,4,1200.0,4.0,83.0
8157,Wakadewadi,2,1200.0,2.0,60.0
8158,Wanowrie,2,1050.0,2.0,50.0
8159,Warje,3,1300.0,3.0,77.99
8160,Yerawada,2,1356.0,2.0,94.84
8161,Alandi Road,2,1338.0,2.0,103.0
8162,Ambegaon Budruk,1,500.0,1.0,20.0
8163,Anandnagar,3,1280.0,2.0,100.0
8164,Aundh,3,1531.0,3.0,51.77
8166,Balaji Nagar,2,620.0,1.0,23.5
8167,Baner,3,1605.0,2.0,65.0
8168,Baner road,3,1917.0,3.0,110.0
8171,Bibvewadi,3,1400.0,3.0,55.0
8173,Budhwar Peth,2,1100.0,2.0,55.0
8174,Bund Garden Road,3,2041.0,3.0,128.0
8175,Camp,3,2070.0,4.0,160.0
8176,Chandan Nagar,3,1110.0,3.0,59.0
8177,Dapodi,3,1650.0,3.0,110.0
8179,Dehu Road,3,1033.0,2.0,30.47
8180,Dhankawadi,2,1142.0,2.0,65.0
8181,Dhayari Phata,3,1500.0,2.0,75.0
8182,Dhole Patil Road,3,1502.0,3.0,50.0
8183,Erandwane,3,1176.0,2.0,45.0
8184,Fatima Nagar,2,1063.0,2.0,32.8
8185,Fergusson College Road,2,1100.0,2.0,60.0
8186,Ganesh Peth,2,1044.0,2.0,85.0
8188,Ghorpade Peth,2,1216.0,2.0,60.0
8189,Ghorpadi,3,1425.0,3.0,55.0
8191,Gultekdi,2,1345.0,2.0,108.0
8192,Guruwar peth,2,1248.0,2.0,130.0
8196,Jangali Maharaj Road,2,1025.0,2.0,35.88
8199,Karve Road,3,1424.0,2.0,75.0
8200,Kasba Peth,3,2500.0,3.0,268.0
8202,Khadaki,2,1285.0,2.0,45.0
8203,Khadki,2,1450.0,2.0,55.99
8204,Kharadi,2,1160.0,2.0,70.0
8206,Kondhwa Budruk,3,2000.0,2.0,95.0
8207,Kondhwa Khurd,2,1125.0,2.0,47.65
8209,Kothrud,2,1133.0,2.0,38.37
8210,Law College Road,2,1240.0,2.0,60.0
8211,Laxmi Road,3,1466.0,3.0,77.59
8213,Mahatma Gandhi Road,3,1610.0,2.0,115.0
8214,Mangalwar peth,3,1220.0,3.0,56.0
8215,Manik Bagh,2,1225.0,2.0,48.0
8216,Market yard,2,1300.0,2.0,54.0
8217,Model colony,3,1996.0,4.0,123.0
8218,Mukund Nagar,3,1320.0,2.0,55.0
8220,Nagar Road,3,1835.0,3.0,175.0
8221,Nana Peth,3,1435.0,3.0,90.0
8223,Narayangaon,3,1601.0,3.0,70.0
8224,Navi Peth,2,1257.0,2.0,93.0
8226,Parvati Darshan,2,1309.0,2.0,95.0
8227,Pashan,2,1362.0,2.0,100.0
8228,Paud Road,2,1115.0,2.0,55.0
8229,Pirangut,3,1870.0,3.0,90.0
8230,Prabhat Road,2,1322.0,2.0,61.99
8231,Pune Railway Station,3,1450.0,2.0,65.0
8232,Rasta Peth,2,1185.0,2.0,67.0
8233,Raviwar Peth,3,1790.0,3.0,120.0
8235,Sahakar Nagar,2,1050.0,2.0,52.5
8236,Salunke Vihar,1,693.0,1.0,27.375
8238,Satara Road,1,775.0,1.0,39.0
8239,Senapati Bapat Road,2,1000.0,2.0,48.0
8240,Shaniwar Peth,2,1183.0,2.0,77.25
8242,Shukrawar Peth,1,425.0,1.0,15.0
8243,Sinhagad Road,2,820.0,2.0,30.0
8245,Swargate,2,1200.0,2.0,52.0
8246,Tilak Road,2,1151.0,2.0,43.6
8247,Uruli Devachi,3,1320.0,2.0,59.0
8248,Vadgaon Budruk,3,1450.0,3.0,68.0
8249,Wadgaon Sheri,3,1270.0,2.0,50.79
8250,Viman Nagar,3,1847.0,3.0,123.0
8251,Vishrant Wadi,1,1020.0,2.0,49.87
8252,Wagholi,3,1650.0,3.0,95.0
8253,Wakadewadi,4,2380.0,4.0,242.0
8254,Wanowrie,3,2400.0,2.0,78.0
8255,Warje,2,1160.0,2.0,44.0
8257,Alandi Road,3,1360.0,3.0,47.6
8258,Ambegaon Budruk,2,1089.0,2.0,49.0
8259,Anandnagar,2,1115.0,2.0,60.0
8260,Aundh,2,1215.0,2.0,45.0
8261,Aundh Road,2,1194.0,2.0,51.0
8262,Balaji Nagar,3,1536.0,3.0,104.0
8263,Baner,2,1255.0,2.0,55.5
8264,Baner road,3,1571.0,3.0,83.0
8265,Bhandarkar Road,2,900.0,1.0,70.0
8266,Bhavani Peth,2,1517.0,2.0,125.0
8267,Bibvewadi,1,664.0,1.0,35.4
8268,Bopodi,2,1230.0,2.0,58.0
8269,Budhwar Peth,2,1340.0,2.0,72.0
8270,Bund Garden Road,2,1175.0,2.0,29.38
8272,Chandan Nagar,2,1240.0,2.0,43.1
8274,Deccan Gymkhana,3,1470.0,2.0,44.1
8275,Dehu Road,1,525.0,2.69,29.25
8276,Dhankawadi,3,1680.0,3.0,117.0
8277,Dhayari Phata,2,1000.0,2.0,35.0
8278,Dhole Patil Road,2,1071.0,2.0,51.0
8279,Erandwane,3,1512.0,3.0,80.0
8282,Ganesh Peth,2,1190.0,2.0,60.0
8283,Ganeshkhind,3,1550.0,2.0,80.0
8284,Ghorpade Peth,2,1283.0,2.0,63.22
8285,Ghorpadi,2,1325.0,2.0,73.0
8286,Gokhale Nagar,2,1105.0,2.0,35.36
8287,Gultekdi,3,1600.0,3.0,74.5
8288,Guruwar peth,4,400.0,2.0,35.0
8289,Hadapsar,2,800.0,2.69,41.145
8290,Hadapsar Industrial Estate,2,1100.0,2.0,44.55
8291,Hingne Khurd,3,2099.0,3.0,147.0
8292,Jangali Maharaj Road,3,1365.0,2.0,72.0
8293,Kalyani Nagar,2,1485.0,3.0,132.0
8294,Karve Nagar,2,1250.0,2.0,55.0
8295,Karve Road,3,1290.0,2.0,56.12
8296,Kasba Peth,2,1170.0,2.0,46.79
8297,Katraj,2,1328.0,2.0,91.06
8298,Khadaki,2,1232.0,2.0,87.0
8299,Khadki,2,1180.0,2.0,88.5
8300,Kharadi,3,1350.0,3.0,66.0
8302,Kondhwa Budruk,4,2400.0,4.0,145.0
8303,Kondhwa Khurd,2,1020.0,2.0,32.0
8304,Koregaon Park,3,1410.0,2.0,49.34
8305,Kothrud,3,2159.0,3.0,120.0
8306,Law College Road,2,1453.0,2.69,16.5
8307,Laxmi Road,3,1200.0,2.0,66.0
8308,Lulla Nagar,2,1255.0,2.0,57.5
8309,Mahatma Gandhi Road,2,1074.0,2.0,42.79
8310,Mangalwar peth,3,1200.0,3.0,72.0
8311,Manik Bagh,3,1170.0,2.0,35.41
8312,Market yard,1,728.5,1.0,31.315
8313,Model colony,3,1660.0,2.0,100.0
8314,Mukund Nagar,5,900.0,6.0,95.0
8315,Mundhawa,6,1850.0,3.0,175.0
8316,Nagar Road,1,510.0,1.0,34.0
8317,Nana Peth,3,1601.0,3.0,95.0
8318,Narayan Peth,2,952.0,2.0,42.0
8319,Narayangaon,2,1166.0,2.0,65.0
8321,Padmavati,4,1900.0,3.0,97.0
8323,Pashan,3,1520.0,2.0,96.0
8324,Paud Road,4,2100.0,6.0,100.0
8325,Pirangut,2,1175.0,2.0,50.0
8326,Prabhat Road,2,1432.0,2.0,68.0
8327,Pune Railway Station,2,1005.0,2.0,39.77
8328,Rasta Peth,2,1309.0,2.0,80.0
8330,Sadashiv Peth,2,1050.0,2.0,77.0
8331,Sahakar Nagar,3,1100.0,3.0,53.0
8333,Sasson Road,3,1565.0,2.0,56.34
8334,Satara Road,2,940.0,2.0,56.0
8335,Senapati Bapat Road,2,1015.0,2.0,40.1
8337,Shivaji Nagar,3,1652.0,3.0,110.0
8338,Shukrawar Peth,2,1100.0,2.0,52.0
8339,Sinhagad Road,4,2340.0,4.0,145.0
8341,Swargate,2,1200.0,1.0,81.0
8342,Tilak Road,3,1400.0,3.0,69.0
8344,Vadgaon Budruk,2,1020.0,2.0,27.43
8345,Wadgaon Sheri,2,1267.0,2.0,90.33
8346,Viman Nagar,4,2439.0,4.0,185.0
8347,Vishrant Wadi,3,1645.0,3.0,95.0
8348,Wagholi,3,1100.0,2.0,75.0
8349,Wakadewadi,3,1320.0,2.0,38.12
8350,Wanowrie,2,1000.0,2.0,29.7
8352,Yerawada,6,2500.0,6.0,58.0
8353,Alandi Road,2,2480.0,2.0,160.0
8354,Ambegaon Budruk,2,1086.0,2.0,44.5
8355,Anandnagar,1,416.0,1.0,18.0
8356,Aundh,2,1066.0,2.0,52.23
8357,Aundh Road,3,1730.0,3.0,93.0
8358,Balaji Nagar,2,1205.0,2.0,63.86
8359,Baner,4,2500.0,5.0,175.0
8360,Baner road,2,960.0,2.0,55.0
8361,Bhandarkar Road,3,1510.0,3.0,83.05
8362,Bhavani Peth,4,1600.0,4.0,90.0
8363,Bibvewadi,3,2300.0,3.0,142.0
8364,Bopodi,2,1000.0,2.0,63.0
8365,Budhwar Peth,2,1160.0,2.0,46.39
8366,Bund Garden Road,3,1553.0,2.0,58.23
8368,Chandan Nagar,2,1134.0,2.0,45.0
8370,Deccan Gymkhana,5,2400.0,3.0,80.0
8371,Dehu Road,4,2400.0,4.0,143.0
8372,Dhankawadi,2,1350.0,2.0,65.0
8373,Dhayari Phata,2,1032.0,2.0,42.0
8374,Dhole Patil Road,3,1998.0,3.0,117.0
8375,Erandwane,2,1225.0,2.0,48.0
8376,Fatima Nagar,2,1262.0,2.0,67.0
8377,Fergusson College Road,3,1842.0,3.0,115.0
8378,Ganesh Peth,2,1300.0,2.0,60.0
8379,Ganeshkhind,2,1070.0,2.0,38.6
8380,Ghorpade Peth,2,950.0,2.0,33.0
8381,Ghorpadi,2,1012.0,2.0,53.58
8382,Gokhale Nagar,2,1000.0,2.0,70.0
8383,Gultekdi,2,1394.0,2.0,56.0
8384,Guruwar peth,3,1450.0,2.0,85.0
8385,Hadapsar,1,527.0,1.0,35.0
8386,Hadapsar Industrial Estate,3,1693.0,3.0,125.0
8388,Jangali Maharaj Road,2,1000.0,2.0,46.0
8389,Kalyani Nagar,2,952.0,2.0,49.0
8391,Karve Road,1,1200.0,1.0,14.0
8392,Kasba Peth,3,1410.0,2.0,64.0
8393,Katraj,2,1400.0,2.0,108.0
8395,Khadki,3,1826.0,3.0,125.0
8396,Kharadi,3,1689.0,3.0,103.0
8397,Kondhwa,3,1075.0,2.0,31.0
8399,Kondhwa Khurd,2,960.0,2.0,48.0
8400,Koregaon Park,2,808.0,2.0,40.0
8401,Kothrud,2,907.0,2.0,38.5
8402,Law College Road,2,1300.0,2.0,55.0
8403,Laxmi Road,3,1804.0,3.0,150.0
8404,Lulla Nagar,3,1350.0,3.0,81.0
8405,Mahatma Gandhi Road,3,1836.0,3.0,125.0
8406,Mangalwar peth,2,826.0,2.0,36.0
8407,Manik Bagh,2,1200.0,2.0,68.0
8410,Mukund Nagar,2,1460.0,2.0,80.0
8412,Nagar Road,2,965.0,2.0,56.0
8413,Nana Peth,4,2000.0,4.0,95.0
8414,Narayan Peth,3,1395.0,2.0,70.0
8415,Narayangaon,3,1660.0,3.0,116.0
8416,Navi Peth,2,935.0,2.0,35.0
8417,Padmavati,2,1180.0,2.0,39.0
8418,Parvati Darshan,2,1090.0,2.0,31.48
8419,Pashan,2,1204.0,2.0,82.0
8420,Paud Road,3,2072.0,4.0,153.0
8421,Pirangut,2,1056.0,2.0,65.0
8422,Prabhat Road,2,985.0,2.0,62.0
8423,Pune Railway Station,3,1315.0,2.0,49.0
8424,Rasta Peth,2,734.0,2.0,22.0
8426,Sadashiv Peth,3,2317.0,4.0,140.0
8427,Sahakar Nagar,1,600.0,1.0,45.0
8428,Salunke Vihar,4,2200.0,3.0,115.0
8429,Sasson Road,2,656.0,2.0,25.0
8430,Satara Road,1,400.0,1.0,11.5
8431,Senapati Bapat Road,1,666.0,1.0,36.8
8433,Shivaji Nagar,2,1174.0,2.0,47.0
8434,Shukrawar Peth,2,1153.0,2.0,56.7
8435,Sinhagad Road,4,1000.0,4.0,90.0
8436,Somwar Peth,5,2400.0,5.0,85.0
8437,Swargate,2,957.0,2.0,47.0
8439,Uruli Devachi,2,1060.0,2.0,50.0
8440,Vadgaon Budruk,2,1000.0,2.0,50.0
8441,Wadgaon Sheri,3,1843.0,3.0,88.0
8442,Viman Nagar,3,1150.0,2.0,40.25
8443,Vishrant Wadi,3,1230.0,2.0,31.37
8445,Wakadewadi,3,1703.0,3.0,130.0
8446,Wanowrie,2,1125.0,2.0,41.5
8447,Warje,3,1516.0,3.0,65.0
8448,Yerawada,2,1130.0,2.0,56.0
8450,Ambegaon Budruk,3,1512.0,3.0,103.0
8451,Anandnagar,3,1491.0,3.0,88.0
8452,Aundh,2,1250.0,2.0,95.0
8453,Aundh Road,3,1650.0,3.0,90.75
8454,Balaji Nagar,2,1140.0,2.0,48.7
8455,Baner,4,1200.0,4.0,110.0
8456,Baner road,3,1881.0,3.0,95.0
8457,Bhandarkar Road,3,1100.0,3.0,56.57
8459,Bibvewadi,2,1500.0,2.0,50.0
8461,Budhwar Peth,2,1197.0,2.0,50.0
8462,Bund Garden Road,6,2400.0,4.0,170.0
8463,Camp,3,1345.0,3.0,60.0
8464,Chandan Nagar,4,1200.0,4.0,100.0
8466,Deccan Gymkhana,3,1260.0,2.0,95.0
8468,Dhankawadi,2,1200.0,2.0,80.0
8469,Dhayari Phata,3,1650.0,3.0,52.0
8470,Dhole Patil Road,1,600.0,1.0,45.0
8471,Erandwane,2,1025.0,2.0,35.88
8472,Fatima Nagar,4,2302.5,2.69,80.59
8473,Fergusson College Road,2,973.0,2.0,56.0
8476,Ghorpade Peth,2,1007.0,2.0,75.0
8477,Ghorpadi,1,800.0,1.0,39.99
8478,Gokhale Nagar,3,1830.0,3.0,119.0
8479,Gultekdi,2,1077.0,2.0,50.0
8480,Guruwar peth,1,672.0,1.0,27.0
8481,Hadapsar,3,1280.0,3.0,87.0
8482,Hadapsar Industrial Estate,2,865.0,2.0,40.0
8483,Hingne Khurd,2,1000.0,2.0,33.0
8484,Jangali Maharaj Road,2,1285.0,2.0,65.0
8485,Kalyani Nagar,1,662.0,1.0,29.0
8488,Kasba Peth,3,1850.0,3.0,95.0
8489,Katraj,3,1754.0,3.0,132.0
8492,Kharadi,3,1567.0,3.0,100.0
8493,Kondhwa,3,1695.0,3.0,50.0
8495,Kondhwa Khurd,2,1150.0,2.0,69.44
8496,Koregaon Park,3,1690.0,3.0,85.0
8497,Kothrud,3,2350.0,3.0,210.0
8498,Law College Road,2,1057.0,2.0,65.0
8499,Laxmi Road,2,1320.0,2.0,91.0
8500,Lulla Nagar,4,2119.0,4.0,111.0
8501,Mahatma Gandhi Road,2,1125.0,2.0,48.0
8502,Mangalwar peth,3,2254.0,3.0,170.0
8503,Manik Bagh,1,645.0,1.0,34.18
8504,Market yard,2,1050.0,2.0,52.08
8505,Model colony,2,1040.0,2.0,41.6
8507,Mundhawa,3,1760.0,3.0,115.0
8509,Nana Peth,2,984.0,2.0,45.91
8510,Narayan Peth,2,1140.0,2.0,38.65
8512,Navi Peth,3,1365.0,3.0,54.0
8513,Padmavati,1,560.0,1.0,19.0
8514,Parvati Darshan,2,1404.0,2.0,75.0
8515,Pashan,4,1540.0,4.0,45.0
8516,Paud Road,3,1050.0,2.0,39.0
8517,Pirangut,4,360.0,4.0,37.0
8518,Prabhat Road,3,1550.0,3.0,72.5
8519,Pune Railway Station,3,1653.0,3.0,93.0
8520,Rasta Peth,2,1194.0,2.0,47.0
8521,Raviwar Peth,3,1471.0,2.0,75.0
8522,Sadashiv Peth,2,700.0,2.0,35.0
8523,Sahakar Nagar,2,812.0,2.0,38.25
8524,Salunke Vihar,3,1504.0,2.0,83.0
8525,Sasson Road,3,1450.0,3.0,75.0
8526,Satara Road,2,957.0,2.0,54.5
8527,Senapati Bapat Road,1,460.0,1.0,13.0
8529,Shivaji Nagar,2,1050.0,2.0,75.0
8530,Shukrawar Peth,3,1820.0,3.0,85.0
8531,Sinhagad Road,2,1033.0,2.0,32.0
8533,Swargate,1,520.0,2.0,29.0
8534,Tilak Road,2,1165.0,2.0,88.5
8535,Uruli Devachi,2,1280.0,2.0,61.0
8537,Wadgaon Sheri,1,600.0,1.0,58.0
8538,Viman Nagar,3,1550.0,3.0,65.1
8539,Vishrant Wadi,2,1392.0,2.0,130.0
8540,Wagholi,3,1221.0,3.0,75.0
8541,Wakadewadi,1,1000.0,1.0,19.0
8542,Wanowrie,2,1300.0,2.0,60.0
8543,Warje,2,1065.0,2.0,31.5
8544,Yerawada,3,1209.0,2.0,65.0
8545,Alandi Road,1,375.0,1.0,40.0
8547,Anandnagar,3,1929.0,4.0,101.0
8548,Aundh,2,1255.0,2.0,84.0
8549,Aundh Road,2,1035.0,2.0,31.05
8551,Baner,3,1650.0,3.0,101.0
8552,Baner road,3,1275.0,2.0,65.0
8553,Bhandarkar Road,2,1128.0,2.0,65.58
8554,Bhavani Peth,2,1140.0,2.0,38.55
8556,Bopodi,2,1183.0,2.0,58.56
8557,Budhwar Peth,2,1155.0,2.0,39.0
8558,Bund Garden Road,3,1245.0,2.0,43.57
8559,Camp,2,1000.0,2.0,38.0
8560,Chandan Nagar,2,1040.0,2.0,75.0
8561,Dapodi,4,2062.0,3.0,140.0
8562,Deccan Gymkhana,3,1477.0,2.0,75.0
8563,Dehu Road,4,1050.0,3.0,85.0
8564,Dhankawadi,3,1525.0,2.0,65.0
8565,Dhayari Phata,2,2000.0,2.69,120.0
8566,Dhole Patil Road,2,1220.0,2.0,65.0
8567,Erandwane,3,2388.0,3.0,195.0
8568,Fatima Nagar,2,1355.0,2.0,97.6
8569,Fergusson College Road,2,1141.0,2.0,62.0
8570,Ganesh Peth,2,1046.0,2.0,49.06
8571,Ganeshkhind,1,630.0,1.0,35.0
8572,Ghorpade Peth,2,1247.0,2.0,62.35
8574,Gokhale Nagar,2,850.0,2.0,32.5
8575,Gultekdi,2,1120.0,2.0,36.0
8577,Hadapsar,3,1798.0,3.0,110.0
8578,Hadapsar Industrial Estate,3,1180.0,2.0,45.0
8579,Hingne Khurd,2,1000.0,2.0,34.0
8580,Jangali Maharaj Road,2,1216.0,2.0,82.0
8581,Kalyani Nagar,2,900.0,2.0,65.0
8582,Karve Nagar,2,1100.0,2.0,65.0
8583,Karve Road,3,1842.0,3.0,115.0
8584,Kasba Peth,3,1075.0,2.0,43.0
8585,Katraj,2,1495.0,3.0,88.0
8586,Khadaki,3,1700.0,3.0,120.0
8587,Khadki,3,1564.0,3.0,103.0
8588,Kharadi,2,1256.0,2.0,65.0
8589,Kondhwa,2,1047.0,2.0,89.0
8590,Kondhwa Budruk,3,1458.0,3.0,78.45
8591,Kondhwa Khurd,2,1063.0,2.0,61.17
8593,Kothrud,2,1150.0,2.0,52.5
8594,Law College Road,1,450.0,1.0,9.0
8595,Laxmi Road,2,1360.0,2.0,45.0
8596,Lulla Nagar,3,1605.0,3.0,76.0
8598,Mangalwar peth,3,1810.0,3.0,100.0
8599,Manik Bagh,2,1250.0,2.0,48.5
8600,Market yard,3,1475.0,2.0,58.99
8602,Mukund Nagar,2,850.0,2.0,25.4
8603,Mundhawa,2,1025.0,2.0,26.65
8604,Nagar Road,2,980.0,2.0,45.0
8605,Nana Peth,3,1428.0,2.0,70.0
8606,Narayan Peth,2,1130.0,2.0,74.0
8607,Narayangaon,3,1592.0,3.0,125.0
8608,Navi Peth,3,2050.0,3.0,82.0
8609,Padmavati,2,1407.0,2.0,83.87
8611,Pashan,3,1585.0,3.0,84.0
8612,Paud Road,3,1785.0,3.0,130.0
8613,Pirangut,2,900.0,2.0,45.0
8615,Pune Railway Station,3,1843.0,3.0,96.2
8616,Rasta Peth,4,2375.0,3.0,260.0
8617,Raviwar Peth,2,1200.0,2.0,67.0
8618,Sadashiv Peth,2,1113.0,2.0,52.0
8619,Sahakar Nagar,2,1125.0,2.0,47.0
8620,Salunke Vihar,3,1200.0,3.0,56.0
8621,Sasson Road,3,1150.0,3.0,45.0
8622,Satara Road,2,770.0,1.0,70.0
8623,Senapati Bapat Road,2,1181.0,2.0,57.0
8624,Shaniwar Peth,3,1550.0,3.0,64.7
8625,Shivaji Nagar,2,1200.0,2.0,86.0
8626,Shukrawar Peth,2,1295.0,2.0,55.47
8628,Somwar Peth,3,1506.0,3.0,95.0
8629,Swargate,3,1872.0,3.0,152.0
8631,Uruli Devachi,3,1326.0,2.0,35.0
8632,Vadgaon Budruk,2,1040.0,2.0,33.28
8633,Wadgaon Sheri,5,1200.0,5.0,90.0
8634,Viman Nagar,2,1020.0,2.0,48.0
8635,Vishrant Wadi,3,1400.0,3.0,90.0
8637,Wakadewadi,1,812.0,1.0,26.0
8638,Wanowrie,2,1100.0,2.0,54.0
8639,Warje,2,829.0,2.0,22.8
8642,Ambegaon Budruk,3,1500.0,3.0,72.99
8643,Anandnagar,2,850.0,2.0,25.99
8644,Aundh,2,1180.0,2.0,60.0
8646,Balaji Nagar,3,2215.0,4.0,150.0
8647,Baner,2,1010.0,2.0,36.0
8648,Baner road,2,1350.0,2.0,60.0
8649,Bhandarkar Road,2,1100.0,2.0,50.0
8650,Bhavani Peth,3,1450.0,2.0,62.93
8651,Bibvewadi,2,1133.0,2.0,40.0
8652,Bopodi,3,1564.0,3.0,100.0
8653,Budhwar Peth,2,640.0,1.0,10.5
8654,Bund Garden Road,3,2072.0,4.0,157.0
8656,Chandan Nagar,3,1460.0,2.0,51.1
8657,Dapodi,1,600.0,2.0,35.0
8658,Deccan Gymkhana,2,1050.0,2.0,52.07
8659,Dehu Road,2,700.0,2.0,35.0
8660,Dhankawadi,3,1200.0,3.0,66.0
8661,Dhayari Phata,1,654.0,1.0,38.0
8662,Dhole Patil Road,2,1105.0,2.0,50.0
8663,Erandwane,3,1800.0,3.0,150.0
8665,Fergusson College Road,1,700.0,1.0,30.84
8666,Ganesh Peth,2,1000.0,2.0,51.0
8668,Ghorpade Peth,3,1240.0,2.0,63.0
8669,Ghorpadi,2,1200.0,2.0,45.0
8670,Gokhale Nagar,3,1400.0,2.0,80.0
